Establishment ID,Establishment Name,Establishment Type,Establishment Address
10657713,NEW KANTAMANTO MARKET,Food Depot,"266 EDDYSTONE AVE, Unit-0"
10752656,# HASHTAG INDIA RESTAURANT,Food Take Out,1871 O'CONNOR DR
10805561,#DESI,Food Take Out,"65 FRONT ST W, Unit-442"
9008018,'K' STORE,Food Store (Convenience/Variety),99 CARLTON ST
10808575,BANNER CLUB KITCHEN (000L),Commissary,1 BLUE JAYS WAY
10510325,0109 Dessert + Chocolate,Restaurant,"2190 MCNICOLL AVE, -109"
10776009,1 HOTEL - HARRIET'S,Restaurant,550 WELLINGTON ST W
10776015,1 HOTEL TORONTO - 1 KITCHEN,Restaurant,550 WELLINGTON ST W
10776008,1 HOTEL TORONTO - CASA MADERA,Restaurant,550 WELLINGTON ST W
10776019,1 HOTEL TORONTO - FLORA LOUNGE,Restaurant,550 WELLINGTON ST W
10776019,1 HOTEL TORONTO - FLORA LOUNGE,Cocktail Bar / Beverage Room,550 WELLINGTON ST W
10776013,1 HOTEL TORONTO - MAIN PRODUCTION KITCHEN,Restaurant,550 WELLINGTON ST W
10776013,1 HOTEL TORONTO - MAIN PRODUCTION KITCHEN,Banquet Facility,550 WELLINGTON ST W
10776014,1 HOTEL TORONTO - STAFF CAFETERIA 'The Nest',Restaurant,550 WELLINGTON ST W
10776014,1 HOTEL TORONTO - STAFF CAFETERIA 'The Nest',Cafeteria - Private Access,550 WELLINGTON ST W
10500438,1 PLUS 1 PIZZA,Food Take Out,361 OAKWOOD AVE
10814320,1 ZERO 2 DELIGHTS,Food Take Out,102 FORT YORK BLVD
10556602,100% Korean,Food Take Out,4779 STEELES AVE E
10588973,100% SALVADORENO,Restaurant,612 TRETHEWEY DR
10356847,1000 VARIETY,Food Store (Convenience/Variety),1000 PAPE AVE
10808982,1001 XINJIANG CUISINE,Restaurant,"1883 MCNICOLL AVE, Unit-1-6"
10764483,10168734 CANADA INC.,Food Processing Plant,"50 WEYBRIGHT CRT, Unit-40"
10814160,108 - T.O FOOTLONG HOT DOGS,Food Take Out,1 BLUE JAYS WAY
10808571,109 PRODUCTION KITCHEN,Commissary,1 BLUE JAYS WAY
10715579,10XTO,Food Take Out,107 PRINCES BLVD
10441981,10tation Event Catering,Food Caterer,232 NORSEMAN ST
10773678,COTA HEALTH KITCHEN,Community Kitchen (Meal Program),11 MACEY AVE
10781442,11:59,Restaurant,"70 TEMPERANCE ST, Unit-1"
10589964,12 TABLES,Restaurant,1552 AVENUE RD
10770298,1265 BISTRO,Restaurant,"1265 MILITARY TRL, Flr-BASEMENT"
10812827,13 SUNS ETHIOPIAN VEGAN CUISINE INC,Restaurant,"74 HYMUS RD, Unit-4"
9348578,147 ELDER ST INC.,Retirement Homes(Licensed),147 ELDER ST
9013060,149 TYNDALL HOUSE,Boarding / Lodging Home - Kitchen,149 TYNDALL AVE
10742080,156 CUMBERLAND,Restaurant,156 CUMBERLAND ST
10790159,1611 STUDIOS,Food Take Out,1611 DUNDAS ST W
10764599,1688 DIM SUM,Food Processing Plant,"4227 SHEPPARD AVE E, Bldg-B1"
10814724,17 BALDWIN,Restaurant,17 BALDWIN ST
10776776,17 TILES,Food Store (Convenience/Variety),"556 YONGE ST, Bldg-FLOOR 2-3"
10553551,1775111 ONTARIO LIMITED,Bakery,2242 KINGSTON RD
10772399,18 FEET,Restaurant,364 HURON ST
10804478,18 FEET,Food Take Out,199 COLLEGE ST
10383994,18 SMOKE SHOP & VARIETY,Food Store (Convenience/Variety),222 SPADINA AVE
10767899,1800 BAR & LOUNGE TORONTO,Cocktail Bar / Beverage Room,"1800 DAVENPORT RD, Unit-4"
10464953,1810 DANFORTH AVENUE SOCIAL CLUB,Restaurant,1810 DANFORTH AVE
10767076,1858 BISTRO,Cafeteria - Private Access,8 ADELAIDE ST W
10764683,19 EATERY,Restaurant,19C FINCH AVE W
10806585,1910 LA MEXICANA,Restaurant,993.5 BLOOR ST W
10741800,1976 KITCHEN & BAR RESTAURANT,Restaurant,918 WILSON AVE
10447525,19TH HOLE GRILL,Restaurant,550 CENTENNIAL PARK BLVD
10318628,19TH HOLE SPORTS BAR AND GRILL,Restaurant,434 ROGERS RD
10495816,2 4 1 Pizza,Food Take Out,1383 DAVENPORT RD
10754807,2 BROTHERS SHAWARMA,Restaurant,2631 EGLINTON AVE W
10752269,2 FOR 1 SHAWARMA,Restaurant,1106 BLOOR ST W
9000031,2-4-1 PIZZA,Food Take Out,759 JANE ST
9000046,2-4-1 PIZZA,Food Take Out,"1468 QUEEN ST W, Unit-2"
9016832,2-4-1 PIZZA,Food Take Out,2291 KIPLING AVE
9043776,2-4-1 PIZZA,Food Take Out,3815 LAKE SHORE BLVD W
10284603,2-4-1 PIZZA,Food Take Out,1016 GERRARD ST E
10349645,2-4-1 PIZZA,Food Take Out,1756 LAWRENCE AVE E
10766596,2-4-1 PIZZA,Food Take Out,"2372 EGLINTON AVE E, Unit-1"
10775084,2-4-1 PIZZA,Food Take Out,2834 VICTORIA PARK AVE
10294608,2-4-1 PIZZA #37,Food Take Out,1055 BLOOR ST W
10761328,21 SEVEN MARKET,Food Store (Convenience/Variety),1000 BLOOR ST W
10765264,225 MORNINGSIDE FOOD BANK,Food Bank,225 MORNINGSIDE AVE
10399648,2257029 ONTARIO INC.,Mobile Food Preparation Premises,235 QUEENS QUAY W
10559262,241 PIZZA,Food Take Out,142 PARLIAMENT ST
10587651,241 PIZZA,Restaurant,1349 ST CLAIR AVE W
10604803,241 PIZZA,Food Take Out,451 PARLIAMENT ST
10633698,241 PIZZA,Food Take Out,"1 YORK GATE BLVD, Unit-144A"
10677386,241 PIZZA,Food Take Out,1029 PAPE AVE
10681139,241 PIZZA,Food Take Out,"235 DIXON RD, Unit-8"
10788511,241 PIZZA,Food Take Out,"8 GREYSTONE WALK DR, Unit-C1E"
10405652,244 PIZZA & WINGS,Food Take Out,1166 WESTON RD
10656552,24SEVEN LOUNGE,Restaurant,106 HUMBER COLLEGE BLVD
10600496,3 EGGS ALL DAY PUB & GRILL,Restaurant,936 EGLINTON AVE W
10794907,3 ELEVEN INDIAN BAR & KITCHEN,Restaurant,"1988 AVENUE RD, Flr-2"
10301731,3 JIT VARIETY,Food Store (Convenience/Variety),1452 BLOOR ST W
9000097,30 UP CLUB,Private Club,22 DORCHESTER AVE
10428037,3030,Restaurant,3030 DUNDAS ST W
10800159,33'S DELIGHTS EATERY,Restaurant,344 QUEEN ST E
10330988,338 VEGETABLE & FRUIT,Food Store (Convenience/Variety),631 GERRARD ST E
10791910,34 CAFE,Restaurant,"2737 KEELE ST, Unit-26"
9003137,360 RESTAURANT,Restaurant,"301 FRONT ST W, CN TOWER"
10759820,362 THE EAST MALL MART,Food Store (Convenience/Variety),"362 THE EAST MALL, Bldg--"
10798930,367 CAFE,Restaurant,367 DONLANDS AVE
10764294,369 MART,Food Store (Convenience/Variety),"2111 JANE ST, Unit-11"
10729436,3A FOOD PRODUCTS,Food Take Out,"23 MILLIKEN BLVD, Unit-B18"
10785924,3A NOODLE,Restaurant,3875 DON MILLS RD
10612709,3J'S MILK AND VARIETY,Food Store (Convenience/Variety),2993 ISLINGTON AVE
10504536,4 Season Farms,Food Store (Convenience/Variety),1095 O'CONNOR DR
10657224,4 YOUR CONVENIENCE,Food Store (Convenience/Variety),1990 EGLINTON AVE W
10773130,4-SEASONS INDIAN CUISINE,Restaurant,1519 BIRCHMOUNT RD
10796228,40 FIRVALLEY CRT COMMUNITY KITCHEN,Community Kitchen (Meal Program),40 FIRVALLEY CRT
10598546,416 COMMUNITY SUPPORT FOR WOMEN,Food Bank,416 DUNDAS ST E
10598572,416 COMMUNITY SUPPORT FOR WOMEN,Community Kitchen (Meal Program),416 DUNDAS ST E
10512315,416 SNACK BAR,Restaurant,181 BATHURST ST
10777262,416 SNACK BAR SHORT TURN,Restaurant,576 QUEEN ST W
10814917,416 SOCIAL CLUB,Restaurant,718 COLLEGE ST
10571100,43 DOWN - SHERATON HOTEL,Restaurant,123 QUEEN ST W
10739955,44 TORONTO,Cocktail Bar / Beverage Room,"627 KING ST W, Unit-P1/P2"
10809881,450/ ROOMS COFFEE,Food Take Out,450 DUFFERIN ST
10767609,4544 CHARCOAL GRILL,Restaurant,"4544 DUFFERIN ST, Unit-4-5"
10767609,Moon/4544 CHARCOAL GRILL,Restaurant,"4544 DUFFERIN ST, Unit-4-5"
10544572,4C Broast Chicken,Restaurant,1093 O'CONNOR DR
10793647,4LIFE NATURAL FOODS,Supermarket,210 AUGUSTA AVE
10612134,4U MILK VARIETY,Food Store (Convenience/Variety),2987 ISLINGTON AVE
10550883,5  POINTS BAR & GRILL,Restaurant,636 VAUGHAN RD
10550144,5 ELEMENTS ESPRESSO BAR,Restaurant,131 AVENUE RD
10811979,5 S BAKERY,Cafeteria - Public Access,"6 DENISON AVE, Unit-6"
10617002,5 SPICE DINING,Restaurant,2826 MARKHAM RD
10756910,519 COMMUNITY KITCHEN( MAIN FLOOR AND SECOND FLOOR),Community Kitchen (Meal Program),519 CHURCH ST
9000116,521 CAFE,Restaurant,521 DANFORTH AVE
10453569,649 Mega Convenience,Food Store (Convenience/Variety),"5651 STEELES AVE E, Unit-22"
10504878,TCHC COMMUNITY KITCHEN,Community Kitchen (Meal Program),682 WARDEN AVE
10799554,68Â°C STONE & GRILL,Restaurant,285 DUNDAS ST W
10750703,6IX DONUTZ,Food Court Vendor,45 FOUR WINDS DR
10802978,6IX PIZZA INC,Food Take Out,2070 QUEEN ST E
10784045,6IX WINGS,Food Take Out,"2950 BIRCHMOUNT RD, Unit-6A"
10803582,6IXDONUTZ,Food Take Out,83 PORTLAND ST
10767367,6IXSIDE BURGER,Restaurant,"777 WARDEN AVE, Unit-3"
10569370,6ixTriangles,Food Take Out,127 JEFFERSON AVE
9000122,7 DAY CONVENIENCE,Food Store (Convenience/Variety),"2480 GERRARD ST E, Unit-5"
10761459,7 DAY CONVENIENCE,Food Store (Convenience/Variety),3228 WESTON RD
10467934,7 DAYS CONVENIENCE,Food Store (Convenience/Variety),669 BLOOR ST W
9417941,7 NUMBERS,Restaurant,307 DANFORTH AVE
10273767,7 NUMBERS EGLINTON,Restaurant,516 EGLINTON AVE W
9000144,7 WEST CAFE,Restaurant,7 CHARLES ST W
9013817,7-ELEVEN,Food Store (Convenience/Variety),"1730 BLOOR ST W, Unit-1"
9013819,7-ELEVEN,Supermarket,883 DUNDAS ST W
9013822,7-ELEVEN,Food Take Out,3355 DUNDAS ST W
9013825,7-ELEVEN,Food Store (Convenience/Variety),1390 WESTON RD
9013829,7-ELEVEN,Food Store (Convenience/Variety),2480 LAKE SHORE BLVD W
9013837,7-ELEVEN,Food Store (Convenience/Variety),3587 BATHURST ST
9030457,7-ELEVEN,Food Store (Convenience/Variety),260 COLLEGE ST
9389795,7-ELEVEN,Food Take Out,873 QUEEN ST W
9421826,7-ELEVEN,Food Store (Convenience/Variety),1 EGLINTON AVE E
10197785,7-ELEVEN,Food Store (Convenience/Variety),372 BAY ST
10205717,7-ELEVEN,Food Take Out,980 ISLINGTON AVE
10290975,7-ELEVEN,Food Take Out,3260 LAKE SHORE BLVD W
10297823,7-ELEVEN,Food Store (Convenience/Variety),1260 DUNDAS ST W
10304452,7-ELEVEN,Food Store (Convenience/Variety),1718A WILSON AVE
10322931,7-ELEVEN,Food Take Out,334 BLOOR ST W
10466868,7-ELEVEN,Food Store (Convenience/Variety),1033 BAY ST
10472349,7-ELEVEN,Food Take Out,1 CARLTON ST
10512464,7-Eleven,Food Store (Convenience/Variety),1169 ST CLAIR AVE W
10509563,700 CAFE,Food Take Out,255 FRONT ST W
10353759,77 FOOD MARKET,Food Store (Convenience/Variety),138 HALLAM ST
10380508,777 VARIETY,Food Store (Convenience/Variety),3095 BATHURST ST
10768868,8 MILE PIZZA,Restaurant,9 CHARLES ST W
10509153,8 Noodles/Eight Noodles,Restaurant,3309 SHEPPARD AVE E
10778738,8090 KARAOKE,Cocktail Bar / Beverage Room,"530 DUNDAS ST W, Flr-2"
10761990,84 NASSAU ST,Restaurant,84 NASSAU ST
10489414,850 DEGREES,Restaurant,3455 LAKE SHORE BLVD W
10641149,876 JAMROCK RESTAURANT,Restaurant,"6210 FINCH AVE W, Unit-101B"
10813969,9 MILE JAMAICAN AND INTERNATIONAL CUISINE,Restaurant,1334 BLOOR ST W
10379160,9 STAR FOODS,Food Depot,1771 ALBION RD
10748948,90 MORNELLE COURT FOOD PANTRY,Food Bank,90 MORNELLE CRT
10780835,915 DUPONT CAFE,Restaurant,915 DUPONT ST
10812820,955 CHINESE FOOD,Restaurant,2252 QUEEN ST E
10797459,99 BOTTLES,Restaurant,925 KINGSTON RD
10699275,99 MYTHIC TASTE - NORTH YORK,Restaurant,5418 YONGE ST
10652896,99 SUSHI,Restaurant,170 EGLINTON AVE E
10787998,999 SUSHI,Food Take Out,"31 TAPSCOTT RD, Unit-99"
9000174,A & A CHILD CARE CENTRE,Child Care - Food Preparation,3380 MIDLAND AVE
10756613,A & B WEST INDIAN GROCERY STORE,Flea Market,"8 WESTMORE DR, Unit-W2/3/4"
10764677,A & C HOT PEPPER TAKE-OUT RESTAURANT,Food Take Out,1745 ST CLAIR AVE W
10455031,A & H CONVENIENCE,Food Store (Convenience/Variety),"70 PLUNKETT RD, Unit-3"
10384734,A & L MINI MART,Food Store (Convenience/Variety),839 BLOOR ST W
9018891,A & N TAKE-OUT,Food Take Out,1427 QUEEN ST W
10476099,A & O International,Food Depot,"70 BELFIELD RD, Unit-14"
10501222,A & T FRUIT MARKET,Food Store (Convenience/Variety),3375 BATHURST ST
9000198,A & W,Food Court Vendor,"250 THE EAST MALL, UNIT-222"
9000200,A & W,Restaurant,"2300 YONGE ST, Unit-21"
9022070,A & W,Food Court Vendor,"3401 DUFFERIN ST, Unit-FC-09"
9042935,A & W,Restaurant,"1585 WARDEN AVE, Unit-4"
10225707,A & W,Food Court Vendor,"300 BOROUGH DR, Unit-FC-19"
10450226,A & W,Restaurant,368 QUEEN ST W
10450267,A & W,Restaurant,35 EGLINTON AVE E
10489748,A & W,Restaurant,654 DANFORTH AVE
10511773,A & W,Food Court Vendor,88 QUEENS QUAY W
10554107,A & W,Restaurant,496 YONGE ST
10560874,A & W,Food Court Vendor,220 YONGE ST
10566778,A & W,Restaurant,832 COLLEGE ST
10569318,A & W,Restaurant,1638 AVENUE RD
10576306,A & W,Restaurant,8 MERCER ST
10583791,A & W,Restaurant,3300 BLOOR ST W
10586847,A & W,Restaurant,650 1/2 QUEEN ST W
10588324,A & W,Restaurant,2856 DUNDAS ST W
10601750,A & W,Restaurant,"1496 QUEEN ST W, Bldg-MAIN"
10605041,A & W,Food Court Vendor,4841 YONGE ST
10611892,A & W,Restaurant,"75 BILLY BISHOP WAY, Unit-B7"
10624236,A & W,Restaurant,"2633 YONGE ST, Unit-2625"
10632679,A & W,Restaurant,665 MARKHAM RD
10640841,A & W,Restaurant,605 ROGERS RD
10654459,A & W,Restaurant,45 OVERLEA BLVD
10658923,A & W,Restaurant,"355 CHURCH ST, Bldg-1"
10659061,A & W,Restaurant,3318 KEELE ST
10670952,A & W,Restaurant,3571 SHEPPARD AVE E
10699176,A & W,Restaurant,3214 LAKE SHORE BLVD W
10726907,A & W,Restaurant,85 FRONT ST E
10728036,A & W,Restaurant,1530 ALBION RD
10733321,A & W,Restaurant,"167 CHURCH ST, Unit-3"
10759740,A & W,Food Take Out,1896 EGLINTON AVE E
10787160,A & W,Food Take Out,659 DUPONT ST
10800311,A & W,Restaurant,2500 SHEPPARD AVE E
10664621,A & W 4458,Restaurant,"1400 NEILSON RD, Unit-B1"
10385317,A & W EXPRESS/COUNTRY STYLE,Food Take Out,"20 BLOOR ST E, Flr-8"
10621720,A & W RESTAURANT,Restaurant,"1115 BLOOR ST W, Unit-4"
10587126,A + W,Restaurant,1277 YORK MILLS RD
10738186,A AND D GROCERY INC,Food Store (Convenience/Variety),55 OAKMOUNT RD
10785570,A BBQ HOUSE,Restaurant,664 YONGE ST
10729338,A BETTER WAY RETIREMENT HOME,Retirement Homes(Licensed),22 PURPLEDUSK TRL
10726605,A BETTER WAY RETIREMENT HOME CORP.,Retirement Homes(Licensed),34 MIDDLEPORT CRES
10750000,A BING-CHINESE CREPE,Restaurant,"879 BAY ST, Unit-3"
10774701,A CORNER CAFE AND RESTAURANT,Cafeteria - Private Access,5193 YONGE ST
10804594,A COTE SORREL WINE BAR,Restaurant,1156 YONGE ST
10681974,A I SUSHI,Restaurant,5085 SHEPPARD AVE E
10758758,A INDRA KITCHEN,Food Take Out,"400 SEWELLS RD, Unit-4"
10811394,A LA TABLE BY HANNA,Food Take Out,"486 FRONT ST W, Unit-WM51"
10809219,A PLACE TO PLAY NURSERY SCHOOL OF BLOOR WEST VILLAGE,Child Care - Catered,680 ANNETTE ST
10778530,A RIA RESTAURANT,Restaurant,1370 ST CLAIR AVE W
10222572,A SUNSHINE RESTAURANT,Restaurant,796 SHEPPARD AVE E
10761109,A SUSHI,Food Court Vendor,"4750 YONGE ST, Unit-131"
10765703,A SZECHUAN RESTAURANT,Restaurant,440 SPADINA AVE
10747848,A YAH SO NICE,Food Take Out,1671 KEELE ST
10659813,A and W,Food Take Out,2692 EGLINTON AVE E
10675770,A&E VARIETY STORE,Food Store (Convenience/Variety),1308 DANFORTH AVE
10617814,A&W,Restaurant,85 DANFORTH AVE
10630748,A&W,Restaurant,"1190 DANFORTH AVE, Bldg-1190"
10636301,A&W,Restaurant,359 BROADVIEW AVE
10639342,A&W,Food Court Vendor,900 DUFFERIN ST
10659462,A&W,Restaurant,"1118 FINCH AVE W, Unit-1"
10719217,A&W,Restaurant,1606 DANFORTH AVE
10725446,A&W,Restaurant,"875 QUEEN ST E, Unit-106"
10727501,A&W,Restaurant,"1010 WILSON AVE, Bldg-A"
10740062,A&W,Restaurant,"501 ST CLAIR AVE W, Unit-501A"
10741973,A&W,Restaurant,642 CHURCH ST
10743371,A&W,Restaurant,2004 QUEEN ST E
10750386,A&W,Food Take Out,3100 ELLESMERE RD
10750808,A&W,Food Take Out,505 JARVIS ST
10767075,A&W,Restaurant,500 BLOOR ST W
10785012,A&W,Restaurant,"2131 LAWRENCE AVE E, Unit-1110"
10722564,A&W RESTAURANT,Restaurant,"2151 ST CLAIR AVE W, Bldg-0"
9000251,A-1 DISCOUNT VARIETY,Food Store (Convenience/Variety),2412 LAKE SHORE BLVD W
9021965,A-1 SWEET & RESTAURANT,Food Take Out,"3300 MCNICOLL AVE, Unit-18"
10662179,A-OK CAFE,Restaurant,50 BLOOR ST W
10738378,A-OK CAFE,Restaurant,"25 THE WEST MALL, Unit-1998A"
10492134,A-Z AFRICAN AND WEST INDIAN MARKET,Food Store (Convenience/Variety),1040 ALBION RD
10531457,A. Y. JACKSON H.S. CAFETERIA,Cafeteria - Private Access,50 FRANCINE DR
9000239,A.C. RANCH CAFFE,Restaurant,1220 ST CLAIR AVE W
9000247,A.R.K. MARKET,Food Store (Convenience/Variety),"31 ST DENNIS DR, Unit-133"
10733072,A1 CASH + CARRY,Food Depot,1168 CALEDONIA RD
10493037,A1 Cash + Carry Express,Food Store (Convenience/Variety),"225 EVANS AVE, Unit-A"
10580509,A1 Convenience,Food Store (Convenience/Variety),151 MORNINGSIDE AVE
10431535,A1 PETRO BIZ,Food Store (Convenience/Variety),2922 ISLINGTON AVE
10201481,AAA BAR,Restaurant,138 ADELAIDE ST E
10695528,AAAMAZING SALAD,Restaurant,82A ADELAIDE ST E
10754953,AAFRIEN INDIAN RESTAURANT,Restaurant,55 EGLINTON AVE E
10805257,AAMARA,Restaurant,1224 ST CLAIR AVE W
10617009,AANCH MODERNISTIC INDIAN CUISINE,Restaurant,259 WELLINGTON ST W
10734510,AANGEN - COWAN KITCHEN,Community Kitchen (Meal Program),201 COWAN AVE
10616979,AARSH CONVENIENCE MARKET,Food Store (Convenience/Variety),452 RATHBURN RD
10459168,AARUSHA CAKE HOUSE,Bakery,"5215 FINCH AVE E, Unit-228"
10706707,ABA'S BAGEL COMPANY,Bakery,"884 EGLINTON AVE W, Unit-A"
10813943,ABANICO DANCE & ENTERTAINMENT,Private Club,"3473 LAKE SHORE BLVD W, Bsmt-A"
10752757,ABBEY MEAT MARKET,Butcher Shop,28 EDDYSTONE AVE
9000263,ABBIRAMI CATERING & TAKE-OUT,Food Take Out,2619 EGLINTON AVE E
10454024,ABBY'S CONVENIENCE,Food Store (Convenience/Variety),675 QUEEN ST W
9021734,ABC CONVENIENT,Food Store (Convenience/Variety),1110 BLOOR ST W
10624262,ABC Euro Delicatessen,Supermarket,"6 LEBOVIC AVE, -#D4"
10421823,ABERDEEN MARKET,Fish Shop,2330 EGLINTON AVE W
10800018,ABEYAN PIZZA AND GRILL,Food Take Out,118 JOHN ST
10751126,ABIONA CENTER HUMEWOOD CAMPUS,Child Care - Food Preparation,40 HUMEWOOD DR
10801301,ABIZ SHAWARMA,Restaurant,"69 LEBOVIC AVE, Unit-D110"
10631383,ABOGIDA LOUNGE,Restaurant,1393 DANFORTH AVE
10811845,ABOUT YOU CAKE STUDIO,Food Take Out,"3272 MIDLAND AVE, Unit-B110"
10795275,ABRIELLE,Restaurant,355 KING ST W
9053407,ABSINTHE COFFEE HOUSE CAFETERIA - PRIVATE ACCESS,Restaurant,"4700 KEELE ST, Unit-13"
10677642,ABSOLUT BAR,Cocktail Bar / Beverage Room,909 LAKE SHORE BLVD W
10324725,ABSOLUTE BAKERY,Bakery,589 PARLIAMENT ST
10287399,ABSOLUTE COMEDY,Restaurant,"2335 YONGE ST, Unit-2"
10327339,ABSOLUTE DOLLAR,Food Store (Convenience/Variety),1000 GERRARD ST E
10642771,ABSORBENT YEARS CHILDCARE,Child Care - Catered,"2737 BAYVIEW AVE, Flr-1"
10686833,ABSORBENT YEARS CHILDCARE CENTRE,Child Care - Catered,"128 FAIRVIEW MALL DR, Flr-1"
10696923,ABURI HANA,Restaurant,102 YORKVILLE AVE
10564652,ABYSSINA ETHIOPIAN RESTAURANT,Restaurant,884 DANFORTH AVE
10805250,ACADEMY PLACE TUCK SHOP,Food Store (Convenience/Variety),2101 ISLINGTON AVE
10771847,ACADÃÂMIE ALEXANDRE-DUMAS - SNP,Student Nutrition Site,"255 CORONATION DR, Rm-124"
10787839,ACAI BRAZIL,Food Take Out,2039 YONGE ST
10591934,ACCESS ALLIANCE COMMUNITY KITCHEN,Community Kitchen (Meal Program),761 JANE ST
10544849,ACE BAKERY,Food Processing Plant,1470 BIRCHMOUNT RD
10766564,ACE BAKERY,Bakery,1 HAFIS RD
10801642,ACE GOLF BAR & LOUNGE,Restaurant,"588 EASTERN AVE, Unit-C"
10791162,ACE HILL CNE 2023 (SPONSOR),Fairs / Festivals / Special Occasions,100 PRINCES BLVD
10575599,ACE NUTRITIONS,Food Take Out,227 SPADINA AVE
10417649,ACKEE TREE DYNAMITE JAMAICAN JERK,Food Court Vendor,205 HUMBER COLLEGE BLVD
10790600,ACORN CHOCOLATES - QE 530 - CNE 2024,Food Take Out,180 PRINCES BLVD
10571761,ACQUA DOLCE,Restaurant,50 PRINCE EDWARD IS CRES
10391330,ACQUA FINE FOODS,Food Caterer,671 THE QUEENSWAY
10367201,ACR HOT ROTI & DOUBLES,Food Take Out,2680 LAWRENCE AVE E
10786265,ACROPOLIS GYRO CORNER,Restaurant,1004 KINGSTON RD
9000306,ACROSS BOUNDARIES,Serving Kitchen,51 CLARKSON AVE
10605220,ACSA Food Bank,Food Bank,"1911 KENNEDY RD, Unit-105"
10387695,ACSC,Restaurant,40 BAY ST
10387695,Event Level - ACSC,Restaurant,40 BAY ST
10652470,ACTION CONVENIENCE,Food Store (Convenience/Variety),"1701 MARTIN GROVE RD, Unit-7"
10325289,ACTION PHARMACY,Food Store (Convenience/Variety),2425 BLOOR ST W
10420579,ACTIONLITE RESTAURANT,Restaurant,971 OSSINGTON AVE
10442626,ACTIVE KIDS ZONE,Serving Kitchen,951 ALNESS ST
10778690,ACUTE PIZZERIA,Food Take Out,1745 DUNDAS ST W
10759504,ADAAB RESTAURANT,Food Take Out,"80 NASHDENE RD, Unit-93"
10655062,ADAM'S HOUSE,Boarding / Lodging Home - Kitchen,425 SHERBOURNE ST
10634147,ADAMS,Restaurant,1760 VICTORIA PARK AVE
9000316,ADATH ISRAEL CONGREGATION,Serving Kitchen,"37 SOUTHBOURNE AVE, Unit -Bsmt"
10614884,ADATH ISRAEL CONGREGATION - CATERING KITCHEN,Food Caterer,37 SOUTHBOURNE AVE
10777981,ADDA,Restaurant,"3342 DANFORTH AVE, Unit-01"
10457282,ADDIS CAFE & DONUT,Restaurant,"3200 DANFORTH AVE, Unit-4"
10601425,ADDIS LEYU INJERA,Bakery,1764 KEELE ST
10768188,ADDIS LIVE,Cocktail Bar / Beverage Room,860 BLOOR ST W
10713775,ADEEB CONVENIENCE STORE,Food Store (Convenience/Variety),"7 BONIS AVE, Bldg-7"
9000320,ADEGA RESTAURANT,Restaurant,33 ELM ST
10413761,ADELAIDE CLUB,Food Take Out,100 KING ST W
10270546,ADELAIDE RESOURCE CENTRE FOR WOMEN,Cafeteria - Private Access,67 ADELAIDE ST E
9052471,ADELINE'S LODGE,Retirement Homes(Licensed),379 LAKE PROMENADE
10608415,ADEPA AFRICAN GROCERY,Supermarket,"106 HUMBER COLLEGE BLVD, Unit-5"
10789196,ADI BIKRAMPUR SWEETS & FAST FOOD,Food Take Out,3000 DANFORTH AVE
10479160,ADI BIRYANI & KABOB HOUSE,Restaurant,462 BIRCHMOUNT RD
10807407,ADOBO FRESH BURRITO,Food Take Out,"4205 KEELE ST, Unit-19"
10789378,ADOBO FRESH BURRITO,Food Take Out,"388 RICHMOND ST W, Unit-5A"
10729556,ADOBO FRESH BURRITO MEXICAN GRILL,Restaurant,"16 RICHARDSON ST, Unit-3"
10597862,ADONAI,Restaurant,4164 KINGSTON RD
10497005,ADONIS,Supermarket,20 ASHTONBEE RD
10751843,ADRAK YORKVILLE,Restaurant,138 AVENUE RD
10761330,ADRIANA'S KITCHEN,Food Take Out,950 LAWRENCE AVE W
10433028,ADRIANO'S PIZZA & PASTA,Food Take Out,3329 LAKE SHORE BLVD W
10626431,ADVENT FORESTVIEW RETIREMENT RESIDENCE,Retirement Homes(Licensed),537 FINCH AVE W
10798337,AERA,Restaurant,"8 SPADINA AVE, Unit-3800"
10640159,AFC SUSHI,Food Take Out,700 LAWRENCE AVE W
10640159,Jenna's Sushi,Food Take Out,700 LAWRENCE AVE W
10785767,AFFINITY FISH,Restaurant,1581 DUNDAS ST W
10806414,AFFORDABLE CHINESE FOOD,Food Court Vendor,"3833 MIDLAND AVE, Unit-9B"
10466432,AFGHAN CUISINE,Restaurant,66 OVERLEA BLVD
10763619,AFGHAN DRY FRUITS,Commissary,"2683 LAWRENCE AVE E, Unit-1"
10721138,AFGHAN KABOB RESTAURANT,Restaurant,"4379 KINGSTON RD, Unit-0"
10685333,AFGHAN KEBOB CUISINE,Restaurant,"2298 ISLINGTON AVE, Bldg-0"
10659503,AFGHAN SUPERMARKET,Supermarket,549 MARKHAM RD
10799488,AFIYET SHAWARMA,Restaurant,1054 FINCH AVE W
10759107,AFRICA MART,Supermarket,651 MCCOWAN RD
10664624,AFRICAN CHOP BAR,Restaurant,"2503 FINCH AVE W, Bldg-0"
10684734,AFRICAN DELIGHT CAFE & RESTAURANT,Restaurant,1180 BLOOR ST W
10669449,AFRICAN FOOD & PRODUCTS / TICANA,Food Store (Convenience/Variety),440 DUNDAS ST E
10600920,AFRICAN KING MEAT SHOP,Supermarket,2223 JANE ST
10399667,AFRICAN PALACE RESTAURANT,Restaurant,977 BLOOR ST W
10407723,AFRICAN PLAYER RESTAURANT,Restaurant,1297 WESTON RD
