Establishment ID,Establishment Name,Establishment Type,Establishment Address
10247994,GREEN THUMB,Food Store (Convenience/Variety),2268 BLOOR ST W
10385413,GREEN VALLEY PRODUCTS,Food Store (Convenience/Variety),2443 YONGE ST
10521582,GREEN ZEBRA KITCHEN,Food Caterer,"127 SUNRISE AVE, UNIT-1"
9006480,GREEN'S WEST INDIAN FOODS,Fish Shop,"11 WESTMORE DR, Unit-4"
10810266,GREENBOX,Restaurant,151 YONGE ST
10310483,GREENDALE DRUGS,Food Store (Convenience/Variety),152 CARLTON ST
10808374,GREENDALE DRUGS,Food Store (Convenience/Variety),"166 CARLTON ST, Bldg-GR FLR"
10637447,GREENFIELD GROCERY,Food Store (Convenience/Variety),484 RONCESVALLES AVE
10769794,GREENHOLME JUNIOR MIDDLE SCHOOL,Student Nutrition Site,10 JAMESTOWN CRES
9006472,GREENHOLME JUNIOR MIDDLE SCHOOL (BEFORE & AFTER),Student Nutrition Site,10 JAMESTOWN CRES
10577456,GREENHOLME JUNIOR MIDDLE SCHOOL SNACK PROGRAM,Student Nutrition Site,10 JAMESTOWN CRES
10613636,GREENHOUSE,Food Take Out,"2 ST CLAIR AVE E, Unit-104"
10583185,GREENHOUSE JUICE,Food Take Out,1541 AVENUE RD
10581354,GREENHOUSE JUICE CO,Food Take Out,176 YONGE ST
10701278,GREENHOUSE JUICE CO,Food Take Out,740 QUEEN ST W
10753777,GREENHOUSE JUICE CO,Food Take Out,181 BAY ST
10532082,GREENHOUSE JUICE CO.,Restaurant,417 SPADINA RD
10536108,GREENHOUSE JUICE CO.,Food Take Out,65 FRONT ST W
10485591,GREENHOUSE JUICE COMPANY,Food Take Out,5 MACPHERSON AVE
10795035,GREENS AND GRAINS,Restaurant,776 DUNDAS ST W
10382190,GREENS VEGETARIAN RESTAURANT,Restaurant,638 DUNDAS ST W
10531971,GREENVIEW LODGE,Retirement Homes(Licensed),880 LAWRENCE AVE E
10359123,GREENVIEW MARKET,Food Store (Convenience/Variety),653 ROYAL YORK RD
10362695,GREENWIN SMOKE & POSTL OUTLET,Food Store (Convenience/Variety),345 BLOOR ST E
10577878,GREENWOOD COLLEGE SCHOOL,Cafeteria - Public Access,443 MOUNT PLEASANT RD
9055771,GREENWOOD FOOD MARKET,Food Store (Convenience/Variety),247 GREENWOOD AVE
10790338,GREENWOOD MARKET,Supermarket,1258 DANFORTH AVE
10775140,GREENWOOD STUDENT NUTRITION,Student Nutrition Site,800 GREENWOOD AVE
9011322,GREENWOOD TELETHEATRE,Restaurant,"1661 QUEEN ST E, Unit-21"
10501459,GREENWOOD VARIETY STORE,Food Store (Convenience/Variety),"100 UNITY RD, Unit-106"
10715258,GRENADA ROSE,Restaurant,"2721 JANE ST, 12"
10222129,GRENADIER CONVENIENCE,Food Store (Convenience/Variety),"5 MARINE PARADE DR, Unit-29"
10563137,GRETA SOLOMON'S,Restaurant,1118 QUEEN ST E
10807073,GRETA YYZ,Restaurant,"582 KING ST W, Unit-BSMT and 1ST"
10782545,GREY GARDENS,Restaurant,199 AUGUSTA AVE
9006497,GREY OWL JUNIOR SNACK PROGRAM,Student Nutrition Site,150 WICKSON TRL
10529673,GREY TIGER,Food Take Out,1190 BLOOR ST W
10549584,GREYSTONE SMOKE & GIFT,Food Store (Convenience/Variety),8 GREYSTONE WALK DR
10255593,GRIFFITH  LABORATORIES,Cafeteria - Private Access,757 PHARMACY AVE
10717240,GRILL & CO,Food Court Vendor,205 HUMBER COLLEGE BLVD
10752090,GRILL CITY,Food Court Vendor,"20 LEBOVIC AVE, Unit-1"
10627798,GRILL GATE,Restaurant,832 SHEPPARD AVE W
10747912,GRILL GATE,Restaurant,341 DANFORTH AVE
10393226,GRILL MASTER,Food Take Out,1700 WILSON AVE
10700623,GRILL N THRILL KABOB,Mobile Food Preparation Premises,40 ST GEORGE ST
10319751,GRILL TIME GOURMET MEAT SHOPS,Restaurant,"62 LAIRD DR, Unit-2"
10468961,GRILLIES,Restaurant,2632 DANFORTH AVE
10638297,GRILLIES,Restaurant,1560 BAYVIEW AVE
10692655,GRILLIES,Restaurant,149 DUNDAS ST E
10723688,GRILLIES,Restaurant,641 BLOOR ST W
10740515,GRILLIES,Restaurant,"3478 LAWRENCE AVE E, Unit-1"
10788605,GRILLIES,Food Take Out,4905 YONGE ST
10796436,GRILLIES,Food Take Out,3075 BLOOR ST W
10778648,GRILLWAY SUBS & BURGERS,Food Take Out,522 ANNETTE ST
10339241,GROCERY & BARGAIN,Food Store (Convenience/Variety),2650 ST CLAIR AVE E
10644331,GROCERY CHECKOUT,Food Take Out,"4700 KEELE ST, Unit-29"
10615580,GROCERY INC,Food Take Out,1550 QUEEN ST W
10198753,GRODZINSKI,Bakery,3437 BATHURST ST
9006509,GROSSMAN'S TAVERN,Restaurant,"377 SPADINA AVE, Unit-2"
10803247,GROUND CONTROL,Cocktail Bar / Beverage Room,1279 QUEEN ST W
10749939,GROUNDED. COFFEEBAR,Restaurant,3454 YONGE ST
9006518,GROWING TYKES LEARNING CENTRE,Child Care - Food Preparation,910 MARKHAM RD
9018443,GROWING TYKES LEARNING CENTRE,Child Care - Food Preparation,4105 LAWRENCE AVE E
9335457,GROWING TYKES LEARNING CENTRE,Child Care - Food Preparation,5150 DUNDAS ST W
10775825,GRUB HAUL,Food Take Out,175 WYNFORD DR
10789728,GRUB SHACK,Restaurant,675 DANFORTH AVE
10769896,GRUMPY GOURMET: PURVEYOR OF FINE FOODS,Food Take Out,2277 BLOOR ST W
9006523,GRYFE'S BAKERY,Bakery,3421 BATHURST ST
10622915,GUARDIAN,Food Store (Convenience/Variety),120 ERINGATE DR
10716299,GUCCI'S BAR AND GRILL,Restaurant,"1693 JANE ST, Bldg-0"
10805452,GUIDEPOST MONTESSORI AT THE ANNEX,Child Care - Catered,34 MADISON AVE
10768074,GUIGUI,Restaurant,5935 YONGE ST
10768957,GUILDWOOD CELLPHONE & CONVENIENCE,Food Store (Convenience/Variety),96 DEARHAM WOOD
9006532,GUILDWOOD CHILD CARE CENTRE,Child Care - Food Preparation,3969 KINGSTON RD
10366341,GUILDWOOD JPS - SNP,Student Nutrition Site,225 LIVINGSTON RD
10742884,GUILDWOOD SANDWICH SHOPPE,Restaurant,"91 GUILDWOOD PKWY, Unit-1"
10767486,GUIREI JAPANESE RESTAURANT,Restaurant,"600 QUEENS QUAY W, Unit-11-12"
10478148,GUITA'S SAGGIO,Restaurant,90 SIGNET DR
10690446,GUIYANG REN HUAXI BEEF NOODLE,Restaurant,"4186 FINCH AVE E, Unit-25"
10718216,GUJRAT GRILL,Food Take Out,"3110 KINGSTON RD, Unit-2"
10786557,GUKSU,Food Court Vendor,"364 HURON ST, Unit-C102"
10761722,GULF XPRESS MART,Food Store (Convenience/Variety),427 KENNEDY RD
9006541,GULFSTREAM DAYCARE CENTRE,Child Care - Food Preparation,20 GULFSTREAM RD
9006542,GULFSTREAM PUBLIC SCHOOL,Student Nutrition Site,20 GULFSTREAM RD
10775830,GULLY,Restaurant,521 BLOOR ST W
10574272,GUMTI CONVENIENCE,Food Store (Convenience/Variety),119 SPADINA AVE
10399473,GUNAAMS SUPERMARKET,Supermarket,"1145 MORNINGSIDE AVE, Unit-32unit-33"
10793703,GUNGUN RICE NOODLE,Restaurant,565 YONGE ST
10747133,GURUME SUSHI,Restaurant,"45 CARLTON ST, Unit-5"
10730387,GUS TACOS,Food Take Out,616 GLADSTONE AVE
10748943,GUS TACOS,Restaurant,1546 DUPONT ST
10753547,GUS TACOS,Restaurant,1533 QUEEN ST W
10771099,GUS TACOS,Restaurant,2893 KINGSTON RD
10780717,GUS TACOS,Restaurant,270 BROWNS LINE
10798150,GUS TACOS,Restaurant,1028 BLOOR ST W
10808198,GUS TACOS,Food Court Vendor,"486 FRONT ST W, Unit-WM33"
10602435,GUSCHL BAUER,Bakery,690 YONGE ST
10440550,GUSHI,Food Take Out,707 DUNDAS ST W
10665118,GUSHI FOODS,Food Take Out,296 GERRARD ST E
10223402,GUSTITOS DE MI TIERRA,Supermarket,"2708 JANE ST, Unit-1"
10223402,GUSTITOS DE MI TIERRA,Supermarket,"2708 JANE ST, Unit-1 - 2"
10751329,GUSTO /   CHUBBY'S JAMAICAN KITCHEN,Food Take Out,1121 CASTLEFIELD AVE
10421903,GUSTO 101,Restaurant,101 PORTLAND ST
10696847,GUSTO 501,Restaurant,501 KING ST E
10568761,GUU IZAKAYA,Restaurant,1314 QUEEN ST W
10768495,GWALIA SWEETS & RESTAURANT,Restaurant,"25 WOODBINE DOWNS BLVD, Unit-32"
10794466,GYM & JUICE,Food Take Out,"775 THE QUEENSWAY, Bldg--"
10645146,GYOKO SUSHI,Restaurant,2143 DANFORTH AVE
10673620,GYU HITO JAPANESE BBQ,Restaurant,"633 SILVER STAR BLVD, Unit-116-118"
10724979,GYU KAKU JAPANESE BBQ,Restaurant,"229 CONSUMERS RD, UNIT-119"
10611845,GYUBEE JAPANESE BBQ,Restaurant,335 BLOOR ST W
10670858,GYUBEE JAPANESE GRILL,Restaurant,"3720 MIDLAND AVE, Unit-109"
10688033,GYUBEE JAPANESE GRILL,Restaurant,153 DUNDAS ST W
10634401,GYUGYUYA,Restaurant,177 DUNDAS ST W
10638714,GYUGYUYA,Restaurant,"3260 MIDLAND AVE, Unit-F101-102"
10564955,GYUKAKU JAPANESE BBQ,Restaurant,81 CHURCH ST
10692428,GYUKATSU KYOTO KATSUGYU,Restaurant,134 DUNDAS ST E
10803450,GYUKI,Restaurant,"388 QUEEN ST W, Unit-388"
10664515,Gala BBQ,Restaurant,"1883 MCNICOLL AVE, Unit-7 -11"
10776641,Galata Dine-In,Restaurant,940 DANFORTH AVE
10481908,Garden Foods,Supermarket,1964 BLOOR ST W
10485079,Garderie Chez Tante Laure,Child Care - Catered,339 ALTON TOWERS CRCL
10588678,Garderie Chez Tante Laure Daycare,Child Care - Catered,255 CORONATION DR
10522118,Garderie Du Soleil Levant,Child Care - Catered,116 CORNELIUS PKWY
10632828,Garderie Mon Petit Jardin,Child Care - Catered,500 SANDHURST CRCL
10600289,Garnet Foods,Food Processing Plant,"285 MILLIKEN BLVD, Unit - #30"
10548551,Gateway Greetings,Food Store (Convenience/Variety),"3300 BLOOR ST W, Unit-110"
10619726,Gateway Newstands,Food Store (Convenience/Variety),"31 TAPSCOTT RD, Unit-68"
10393347,Gemma Gelateria,Restaurant,2076 YONGE ST
10666316,Genesis Continuing Dental Education,Cafeteria - Private Access,660 PETROLIA RD
10644155,George Webster YMCA Childcare,Child Care - Catered,50 CHAPMAN AVE
10655193,Ghadir Fish Restaurant,Restaurant,1842 LAWRENCE AVE E
10589089,Ghadir Meat & Restaurant,Butcher Shop,1848 LAWRENCE AVE E
10589089,Ghadir Meat & Restaurant,Butcher Shop,1842 LAWRENCE AVE E
10433840,Giggles Playland Inc.,Food Vending Facility,70 MILNER AVE
10616976,Ginger and Onion Cuisine,Restaurant,"240 ALTON TOWERS CRCL, Unit-A7"
10452568,Global,Food Store (Convenience/Variety),4418 KINGSTON RD
10589111,Global Brand Foodservices,Food Take Out,140 COMMANDER BLVD
10629038,Golden Bubbles,Food Take Out,"3276 MIDLAND AVE, Unit-C125"
10445407,Golden Joy Hakka Restaurant,Restaurant,900 ALBION RD
10433043,Golden Wheat Bakery Cafe,Restaurant,579 ROGERS RD
10579831,Golden Wok Chinese Restaurant,Food Take Out,"94 HALSEY AVE, -Unit #3"
10752089,Goldie's Sandwiches - An Eisenbergs Company,Restaurant,"4580 DUFFERIN ST, Unit-100"
10596673,Golf Road School SNP,Student Nutrition Site,730 SCARBOROUGH GOLF CLUB RD
10606006,Gong Cha,Restaurant,"60 TOWN CENTRE CRT, Unit-CU4"
10520199,Good Luck Horizon Herbs and Dried Seadfood,Food Store (Convenience/Variety),"4438 SHEPPARD AVE E, Unit-120"
10584238,Good Rebel,Restaurant,1591 DUNDAS ST W
10516830,Goodwood Convenience,Food Store (Convenience/Variety),104 GOODWOOD PARK CRT
10535075,Gordon Ridge Catering Committee,Food Take Out,20 GORDONRIDGE PL
10580090,Grace Daily Mart,Food Store (Convenience/Variety),1579 ELLESMERE RD
10641765,Graceful Vegetarian Restaurant,Restaurant,"4675 STEELES AVE E, 1R6"
10513053,Grain Process Enterprises Ltd.,Food Processing Plant,105 COMMANDER BLVD
10647200,Grand Cinnamon Banquet and Convention Centre,Banquet Facility,3895 MCNICOLL AVE
10578388,Grandeur Palace,Restaurant,"2301 BRIMLEY RD, Unit-128"
10661332,Grandpa Kens Back Bacon and Burgers (RAWF 2024) FC,Food Take Out,100 PRINCES BLVD
10711461,Graydon Hall Restaurant,Restaurant,185 GRAYDON HALL DR
10483742,Great Mountain Gingseng Co. Ltd.,Food Store (Convenience/Variety),"4675 STEELES AVE E, Unit-1B25"
10629127,Green & Frugal,Food Store (Convenience/Variety),2432 KINGSTON RD
10544251,Guardian,Food Store (Convenience/Variety),1450 O'CONNOR DR
10593532,Guild Inn Estates Event Centre,Banquet Facility,201 GUILDWOOD PKWY
10493741,H & A BAKERY,Bakery,"300 MILLIKEN BLVD, Unit-2 and 3"
10589566,H & L Quality Foods,Food Processing Plant,393 MIDWEST RD
10397288,H MART,Supermarket,5545 YONGE ST
10615011,H MART FRESH PRODUCE,Supermarket,338 YONGE ST
10757301,H&B CONVENIENCE,Food Store (Convenience/Variety),"666 BURNHAMTHORPE RD, Bldg--"
10764229,H&L LIFESTYLE VARIETY,Food Store (Convenience/Variety),"1233 WESTON RD, Bldg--"
10791196,H-HABESHA FRESH MARKET &GROCERY,Supermarket,2296 EGLINTON AVE E
10535019,H-MART,Supermarket,5323 YONGE ST
10588711,H-MART,Supermarket,703 YONGE ST
10197889,H-N GROCERY LTD.,Food Store (Convenience/Variety),554 DUFFERIN ST
10772326,H. A. HALBERT JR. PS - SNP,Student Nutrition Site,31 MCCOWAN RD
10616456,H.J. ALEXANDER - NUTRITION PROGRAM,Student Nutrition Site,30 KING ST
9405350,H.P. VARIETY STORE,Food Store (Convenience/Variety),235 BROADVIEW AVE
10788448,H3 MATRIX,Restaurant,"390 SILVER STAR BLVD, Unit-106"
10418768,HA GOW,Restaurant,988 DANFORTH AVE
10584561,HABESHA SPORTS BAR & CAFE,Restaurant,842 BLOOR ST W
10693016,HABESHA VARIETY STORE,Butcher Shop,816 JANE ST
10554463,HABIBA,Food Take Out,3495 LAWRENCE AVE E
10508234,HABIBA HOME OF MIDDLE EASTERN CUISINE,Food Depot,43 DRUMMOND ST
10436018,HABIBI SHAWARMA,Restaurant,1214 KING ST W
10678571,HABIBIQ,Restaurant,"2002 LAWRENCE AVE E, Unit-1994-2002"
10802025,HABIBZ CORNER FUSION STREET FOOD,Food Take Out,1806 JANE ST
10571845,HACIENDAS LAS AMERICAS,Restaurant,424 COLLEGE ST
10675422,HADEN FAST FOOD,Food Court Vendor,"3833 MIDLAND AVE, Unit-9D"
10770279,HADFIELD VARIETY,Food Store (Convenience/Variety),80 DEARHAM WOOD
10809972,HADRIEN PATISSERIE,Bakery,709 THE QUEENSWAY
10718819,HAI DI LAO HOT POT,Restaurant,"1571 SANDHURST CRCL, Unit-106F"
10374744,HAIDA SANDWICH,Food Take Out,"15 NORTHTOWN WAY, Unit-21"
10814780,HAIDA SANDWICH,Food Take Out,2417 YONGE ST
10762662,HAIDILAO,Restaurant,237 YONGE ST
10561950,HAILED COFFEE,Restaurant,801 GERRARD ST E
10626750,HAILED COFFEE,Food Take Out,44 GERRARD ST W
10788197,HAINAN NOODLES,Restaurant,4675 STEELES AVE E
10585396,HAIR BY BANKS,Cocktail Bar / Beverage Room,783 QUEEN ST W
9006584,HAIR OF THE DOG,Restaurant,425 CHURCH ST
10699547,HAIRY TARANTULA,Restaurant,3456 YONGE ST
10783440,HAJIME JAPANESE RESTAURANT,Restaurant,2209 QUEEN ST E
10764922,HAKKA,Food Take Out,"1571 SANDHURST CRCL, Unit-402"
10601150,HAKKA 6IX,Food Take Out,300 BOROUGH DR
10757638,HAKKA BISTRO,Restaurant,398 PARLIAMENT ST
10766677,HAKKA CHOPSTICKS,Restaurant,2940 DANFORTH AVE
10789718,HAKKA COTTAGE RESTAURANT,Restaurant,"820 MARKHAM RD, Unit-4"
10804010,HAKKA ELEVEN ASIA AND CARIBBEAN CUISINE,Restaurant,"2873 LAWRENCE AVE E, Unit-2"
10676778,HAKKA FIRE RESTAURANT,Restaurant,1235 WOODBINE AVE
10691640,HAKKA FLAME,Restaurant,1433 GERRARD ST E
10266132,HAKKA GARDEN CHINESE RESTAURANT,Restaurant,"25 OVERLEA BLVD, Unit-7A"
10752108,HAKKA HEAVEN,Restaurant,"2865 DUNDAS ST W, Bldg--"
10724072,HAKKA KHAZANA,Restaurant,2167 VICTORIA PARK AVE
10630489,HAKKA N' JERK,Food Take Out,296A GERRARD ST E
10387374,HAKKA NO 1 RESTAURANT,Restaurant,"2355 KEELE ST, Unit-15"
10678309,HAKKA NO 1 RESTAURANT,Restaurant,"85 ELLESMERE RD, Unit-5"
10806382,HAKKA NO.1 RESTAURANT,Restaurant,2584 FINCH AVE W
10793445,HAKKA RISE AND MOMO HUB,Food Take Out,"4286 KINGSTON RD, Unit-5"
10780586,HAKKA VILLAGE,Restaurant,"4820 SHEPPARD AVE E, Unit-19-20"
10813342,HAKKA WOK HEI,Restaurant,371 RONCESVALLES AVE
10811313,HAKKALAND,Restaurant,"4549 KINGSTON RD, Unit-A"
10807416,HALAL CRAVEIN,Restaurant,"2680 LAWRENCE AVE E, Unit-104"
10805205,HALAL MEALS,Food Take Out,103 MANVILLE RD
10751225,HALCYON CAFE,Restaurant,2196 BLOOR ST W
10572851,HALE COFFEE,Restaurant,300 CAMPBELL AVE
10751743,HALE COFFEE,Food Take Out,175 BLOOR ST E
10757993,HALIBUT HOUSE FISH & CHIPS,Restaurant,"2550 VICTORIA PARK AVE, Unit-3"
10752107,HALIBUT HOUSE FISH & CHIPS - LAKESHORE,Restaurant,2814 LAKE SHORE BLVD W
10803249,HALIBUT HOUSE FISH AND CHIPS,Restaurant,"2151 ST CLAIR AVE W, Unit-103"
10614083,HALO BREWERY,Restaurant,247 WALLACE AVE
10758970,HAMARU SUSHI,Restaurant,1865 LESLIE ST
9060817,HAMDI RESTAURANT,Restaurant,18 REXDALE BLVD
10693189,HAMERS COFFEE,Food Take Out,870 DUNDAS ST W
10464283,HAMPTON INN BY HILTON,Banquet Facility,5515 EGLINTON AVE W
10209688,HAMSHOW MINI MARKET,Food Store (Convenience/Variety),385 ALBION RD
10503581,HAN BA TANG RESTAURANT,Restaurant,4862 YONGE ST
10768936,HAN'S CONVENIENCE,Food Take Out,"213 WELLESLEY ST E, Bldg--"
10807524,FORTUNE-KING HOTPOT,Restaurant,359 SPADINA AVE
10782820,HANA DON JAPANESE CUISINE,Restaurant,"130 DUNDAS ST W, Bldg-103"
10749128,HANA DON JAPANESE CUISINE & BAR,Restaurant,"1800 SHEPPARD AVE E, Unit-2020"
10755326,HANA RAMEN,Restaurant,1891 KENNEDY RD
10804256,HANA RAMEN,Restaurant,1024 GERRARD ST E
10751451,HANA SUSHI,Restaurant,1049 BLOOR ST W
10730203,HANAMARU,Restaurant,862 PAPE AVE
10795691,HANBINGO,Restaurant,397 SPADINA AVE
10549515,HANCOOK,Restaurant,605 BLOOR ST W
10228779,HANDI FOODS LTD.,Food Processing Plant,650 FENMAR DR
10442570,HANDLE BAR,Cocktail Bar / Beverage Room,159 AUGUSTA AVE
10742582,HANDS OF HOPE FOOD BANK,Food Bank,1111 ARROW RD
10767655,HANES HUMMUS,Food Take Out,100 PRINCES BLVD
10790605,HANES HUMMUS - QE 712 - CNE 2023,Food Take Out,180 PRINCES BLVD
10482707,HANG HING HUNG FOODS,Food Store (Convenience/Variety),420 DUNDAS ST W
10749671,HANG-OUTS,Food Take Out,96 REXDALE BLVD
10372221,HANLAN 1,Food Take Out,1 CENTRE ISLAND PK
10518609,HANMOTO,Restaurant,2 LAKEVIEW AVE
10579553,HANNAH'S CAFE AND BAKERY,Restaurant,1822 BLOOR ST W
9398089,HANOI 3 SEASONS,Restaurant,588 GERRARD ST E
10304453,HANOI 3 SEASONS,Restaurant,1135 QUEEN ST E
9050251,HANOI RESTAURANT - CAKE,Restaurant,1285 QUEEN ST W
10675130,HANYANG JOKBAL,Restaurant,6016 YONGE ST
10733440,HANYANG JOKBAL,Restaurant,"633 SILVER STAR BLVD, Unit-119"
10806415,HAO YUN INC.,Food Court Vendor,"3833 MIDLAND AVE, Unit-9E"
10443766,HAPA IZAKAYA RESTAURANT,Restaurant,602 COLLEGE ST
9421481,HAPPY BAGEL,Bakery,"4949 BATHURST ST, Unit-1"
10712795,HAPPY BURGER,Restaurant,76 LIPPINCOTT ST
10764396,HAPPY BURGER,Restaurant,881 YONGE ST
10690917,HAPPY COFFEE AND WINE,Cocktail Bar / Beverage Room,1304 KING ST W
10611430,HAPPY CONGEE,Food Take Out,"5661 STEELES AVE E, Unit-1"
10501010,HAPPY CONVENIENCE,Food Store (Convenience/Variety),461 EGLINTON AVE E
10768536,HAPPY CONVENIENCE,Food Store (Convenience/Variety),1468 VICTORIA PARK AVE
10527014,HAPPY CUP BAR AND RESTAURANT,Restaurant,1274 BLOOR ST W
9006633,HAPPY DAY CHILD CARE CENTRE,Child Care - Food Preparation,676 JANE ST
10330614,HAPPY DAY'S RESTAURANT & BAR,Restaurant,1802 DANFORTH AVE
10531604,HAPPY FRUIT BUBBLE TEA,Food Take Out,10 DUNDAS ST E
10686314,HAPPY LAMB HOT POT,Restaurant,421 DUNDAS ST W
10690117,HAPPY LAMB HOT POT,Restaurant,2543 WARDEN AVE
10748426,HAPPY MART,Food Store (Convenience/Variety),2876 ELLESMERE RD
10809754,HAPPY MEAT MARKET,Food Store (Convenience/Variety),"25 MILLIKEN BLVD, Unit-A21"
10757446,HAPPY SUNDAE,Ice Cream / Yogurt Vendors,85 PORTLAND ST
10807997,HAPPY TANGLE,Food Court Vendor,220 YONGE ST
10804881,HAPPY TANGLE - ONE YORK FOOD HALL,Food Take Out,"1 YORK ST, Flr-5"
10788061,HAPPY VALLEY VILLAGE,Restaurant,3700 MIDLAND AVE
10693628,HAPPY VILLAGE,Food Take Out,"3330 MIDLAND AVE, Unit-141"
10695133,HAPPYDINERTO,Food Take Out,3327 BATHURST ST
10769589,HAPPYDODO,Food Processing Plant,5 GLEN WATFORD DR
10811571,HAPPYLAND LEARNING CENTRE,Child Care - Catered,225 GOSFORD BLVD
10810536,HAPPYLAND PUB AND WINGS,Restaurant,2260 BIRCHMOUNT RD
10350334,HARAR GROCERY,Food Store (Convenience/Variety),1318 BLOOR ST W
9006653,HARBORD BAKERY,Bakery,"117 HARBORD ST, Unit-1"
10214543,HARBORD C.I. CAFETERIA,Cafeteria - Private Access,286 HARBORD ST
9023454,HARBORD CONVENIENCE,Food Store (Convenience/Variety),99 HARBORD ST
10668046,HARBORD FISH AND CHIPS,Food Take Out,147 HARBORD ST
10607290,WESTIN HARBOUR CASTLE BANQUET KITCHEN,Banquet Facility,1 HARBOUR SQ
10607283,HARBOUR CASTLE PASTERY,Bake Shop,1 HARBOUR SQ
10607289,HARBOUR CASTLE STAFF CAFETERIA,Cafeteria - Private Access,1 HARBOUR SQ
10650318,HARBOUR FISH AND CHIPS,Restaurant,"3034 DON MILLS RD, Unit-1B"
10283578,HARBOUR FRONT FOODS,Food Court Vendor,95 FRONT ST E
9006664,HARBOUR GIFTS,Food Store (Convenience/Variety),"1 HARBOUR SQ, Unit-18"
9006667,HARBOUR SIXTY STEAKHOUSE,Restaurant,60 HARBOUR ST
10387119,HARBOURFRONT CENTRE THEATRE,Food Take Out,231 QUEENS QUAY W
10523409,HARBOURVIEW CONVENIENCE,Food Store (Convenience/Variety),9 NAVY WHARF CRT
10769045,HARBOURVIEW CONVENIENCE,Food Store (Convenience/Variety),14A HARBOUR ST
10511094,HARD HAT CAFE,Food Store (Convenience/Variety),10 KINGS COLLEGE RD
10474965,HARD LUCK,Restaurant,"770 DUNDAS ST W, Flr-3"
10804927,HARI OM FOOD INC,Restaurant,"23 WESTMORE DR, Unit-7B"
10636586,HARINA BAKE SHOPPE,Bake Shop,314 WILSON AVE
10743480,HARINA BAKESHOPPE,Bakery,318 WILSON AVE
10701524,HARLA ETHIO SPICE MARKET,Food Store (Convenience/Variety),"240 WELLESLEY ST E, Bldg-105"
10792018,HARMONY COMMONS DINING HALL,College / University Food Services,3300 ELLESMERE RD
9006678,HARMONY COMMUNITY SCHOOL CENTRE,Child Care - Catered,124 NORTHCLIFFE BLVD
9006679,HARMONY HALL,Banquet Facility,2 GOWER ST
10546315,HARMONY HILL CARE COMMUNITY,Institutional Food Services,"1800 O'CONNOR DR, Bldg-1"
10637500,HARMONY HOUSE,Boarding / Lodging Home - Kitchen,296 LAUDER AVE
9006680,HARMONY PLACE SUPPORT SERVICES,Serving Kitchen,"132 RAILSIDE RD, Unit-6"
9006682,HAROLD & GRACE BAKER CENTRE,Retirement Homes(Licensed),1 NORTHWESTERN AVE
9006683,HAROLD LAWSON,Institutional Food Services,1712 ELLESMERE RD
10660909,HARRISON'S ICE CREAM  (RAWF 2024)BOOTH3123 -HALL A,Food Take Out,100 PRINCES BLVD
10661501,HARRISON'S ICE CREAM (RAWF 2024) - HALL C,Food Take Out,"100 PRINCES BLVD, Unit-RAWF 2022"
10791405,HARRISON'S ICE CREAM - CNE 2024 - BLC,Fairs / Festivals / Special Occasions,100 PRINCES BLVD
10791406,HARRISON'S ICE CREAM - CNE 2024 - KW,Fairs / Festivals / Special Occasions,100 PRINCES BLVD
10791337,HARRISON'S ICE CREAM - SOUTH BMO - CNE 2024,Fairs / Festivals / Special Occasions,100 PRINCES BLVD
10683423,HARRISON'S ICE CREAM - ECC 4207 - CNE 2024,Food Take Out,100 PRINCES BLVD
10607419,HARISON'S ICE CREAM - QE 143 - CNE 2024,Food Take Out,"180 PRINCES BLVD, Unit-143 CNE 2023"
10683846,HARRISON'S ICE CREAM - QE05-CNE 2024,Food Take Out,"100 PRINCES BLVD, Unit-CNE 2024"
10683869,HARRISON'S ICE CREAM -HALL A -CNE 2019,Food Take Out,100 PRINCES BLVD
10643959,HARRISON'S ICE CREAM-QE-SOU (CNE 2019),Food Take Out,"100 PRINCES BLVD, Unit-CNE 2022"
10683410,HARRISON'S ICE CREAM - ECC 4158 - CNE 2024,Food Take Out,100 PRINCES BLVD
10683403,HARRISON'S ICE CREAM - ECC 5006 -  CNE 2024,Food Take Out,100 PRINCES BLVD
10727174,HARRY SHERMAN CROWE OUTREACH CENTER,Food Bank,51 THE CHIMNEYSTACK RD
10804174,HARRY'S  CHARBROILED,Restaurant,255 COXWELL AVE
10382524,HARRY'S DRIVE IN,Food Take Out,2280 LAWRENCE AVE E
10647609,HARRY'S STEAK HOUSE,Restaurant,3277 BLOOR ST W
10785662,HART & ZIEL,Food Processing Plant,"100 SYMES RD, Unit-112"
10191243,HART HOUSE - CATERING,Banquet Facility,7 HART HOUSE CRCL
10390847,HARVEST GREEN,Food Court Vendor,200 WELLINGTON ST W
9006712,HARVEY'S,Restaurant,2310 LAWRENCE AVE E
9006714,HARVEY'S,Restaurant,1100 O'CONNOR DR
9032552,HARVEY'S,Restaurant,590 KEELE ST
10270634,HARVEY'S,Restaurant,648 DIXON RD
10359654,HARVEY'S,Restaurant,3343 BAYVIEW AVE
10359713,HARVEY'S,Restaurant,3120 DUFFERIN ST
10368402,HARVEY'S,Restaurant,898 DON MILLS RD
10380619,HARVEY'S,Restaurant,6620 FINCH AVE W
10404322,HARVEY'S,Restaurant,"75 HANNA AVE, Unit-3"
10415112,HARVEY'S,Restaurant,509 ST CLAIR AVE W
10423204,HARVEY'S,Restaurant,"1780 MARKHAM RD, Unit-C1"
